customer_id,recency,frequency,monetary,R,F,M,RFM_score
13271,37,1,217.38,3,1,1,5
13272,31,2,276.56,4,2,2,8
13273,113,1,138.98,2,1,1,4
13276,63,2,590.9300000000001,3,2,3,8
13277,15,4,258.4,4,4,2,10
13278,40,1,542.73,3,1,3,7
13279,78,1,137.75,2,1,1,4
13280,122,3,814.86,2,3,3,8
13282,18,3,1132.14,4,3,4,11
13283,59,2,93.66,3,2,1,6
13284,330,1,201.19,1,1,1,3
13285,23,4,2709.12,4,4,5,13
13291,155,1,361.11,2,1,2,5
13292,38,2,578.9399999999999,3,2,3,8
13294,189,2,873.74,1,2,3,6
13295,359,1,201.20000000000002,1,1,1,3
13296,137,1,87.4,2,1,1,4
13297,7,4,2089.85,5,4,5,14
13298,1,1,360.0,5,1,2,8
13299,268,1,142.5,1,1,1,3
13300,169,1,371.89,2,1,2,5
13301,103,4,618.09,2,4,3,9
13302,155,1,63.75,2,1,1,4
13304,351,1,300.42,1,1,2,4
13305,4,10,2000.86,5,5,4,14
13307,120,1,15.0,2,1,1,4
13308,22,3,1385.51,4,3,4,11
13309,7,5,1456.79,5,4,4,13
13310,28,3,1132.03,4,3,4,11
13311,4,2,598.57,5,2,3,10
13313,22,5,1555.32,4,4,4,12
13314,1,3,775.94,5,3,3,11
13316,37,4,5977.7300000000005,3,4,5,12
13317,66,6,2273.68,3,5,5,13
13318,1,3,640.76,5,3,3,11
13319,5,26,10845.550000000001,5,5,5,15
13320,78,4,1548.7,2,4,4,10
13321,72,2,567.36,2,2,3,7
13322,17,1,199.48000000000002,4,1,1,6
13323,3,5,787.85,5,4,3,12
13324,36,10,7121.95,3,5,5,13
13325,81,1,675.3,2,1,3,6
13327,38,8,3627.77,3,5,5,13
13328,316,1,1308.48,1,1,4,6
13329,31,2,789.0,4,2,3,9
13330,92,3,1140.93,2,3,4,9
13332,14,1,350.9,4,1,2,7
13334,82,3,3536.82,2,3,5,10
13336,77,1,795.12,2,1,3,6
13338,157,1,487.02,2,1,2,5
13339,200,1,860.12,1,1,3,5
13340,45,7,10736.48,3,5,5,13
13341,260,1,775.85,1,1,3,5
13343,177,1,353.43,2,1,2,5
13344,67,3,2543.72,3,3,5,11
13345,287,1,389.5,1,1,2,4
13347,70,1,341.36,3,1,2,6
13348,64,1,233.76,3,1,1,5
13349,10,1,247.32,5,1,1,7
13350,16,2,979.12,4,2,4,10
13351,66,1,373.94,3,1,2,6
13352,60,1,397.97999999999996,3,1,2,6
13354,71,1,743.53,3,1,3,7
13355,122,1,674.7,2,1,3,6
13356,80,1,768.24,2,1,3,6
13357,257,1,609.95,1,1,3,5
13358,268,1,439.03,1,1,2,4
13359,63,1,439.56,3,1,2,6
13362,9,4,3090.7400000000002,5,4,5,14
13363,17,2,992.5,4,2,4,10
13364,71,1,134.95999999999998,3,1,1,5
13365,33,2,2225.37,3,2,5,10
13366,50,1,56.160000000000004,3,1,1,5
13368,256,2,623.4,1,2,3,6
13369,365,1,308.28000000000003,1,1,2,4
13370,371,1,754.87,1,1,3,5
13372,89,1,378.64,2,1,2,5
13373,60,3,3312.25,3,3,5,11
13375,88,1,778.65,2,1,3,6
13376,99,3,1019.76,2,3,4,9
13379,26,3,572.56,4,3,3,10
13381,31,6,3639.31,4,5,5,14
13382,280,1,222.99,1,1,1,3
13384,30,7,4151.93,4,5,5,14
13385,329,1,534.57,1,1,3,5
13388,131,2,677.1,2,2,3,7
13389,11,3,797.96,5,3,3,11
13390,74,1,544.08,2,1,3,6
13391,203,1,59.8,1,1,1,3
13394,1,8,2520.02,5,5,5,15
13395,185,1,307.72,1,1,2,4
13396,29,2,1360.99,4,2,4,10
13397,72,5,1544.13,2,4,4,10
13398,192,1,457.34,1,1,2,4
13402,127,2,621.23,2,2,3,7
13403,17,1,75.0,4,1,1,6
13404,1,2,252.49,5,2,2,9
13405,74,3,572.451,2,3,3,8
13408,1,62,28117.04,5,5,5,15
13410,24,5,1003.06,4,4,4,12
13411,107,1,213.55,2,1,1,4
13414,133,3,1390.5,2,3,4,9
13416,43,2,712.5,3,2,3,8
13417,4,2,640.83,5,2,3,10
13418,11,18,6127.43,5,5,5,15
13419,63,1,221.06,3,1,1,5
13420,149,2,159.85,2,2,1,5
13421,40,2,1851.08,3,2,4,9
13422,64,1,2626.3,3,1,5,9
13425,108,3,1624.21,2,3,4,9
13426,0,10,3641.32,5,5,5,15
13427,19,3,582.6,4,3,3,10
13428,10,1,218.47,5,1,1,7
13429,10,4,1006.8,5,4,4,13
13430,18,2,679.45,4,2,3,9
13431,67,2,1269.1,3,2,4,9
13434,74,2,534.24,2,2,3,7
13435,5,7,3809.8900000000003,5,5,5,15
13436,1,1,196.89,5,1,1,7
13437,14,7,3408.06,4,5,5,14
13439,255,1,283.71,1,1,2,4
13441,91,1,296.64,2,1,2,5
13447,23,3,1129.14,4,3,4,11
13448,16,6,3539.37,4,5,5,14
13449,23,1,291.88,4,1,2,7
13450,26,6,2043.7199999999998,4,5,4,13
13451,26,5,2976.15,4,4,5,13
13452,259,2,590.0,1,2,3,6
13453,165,2,356.97999999999996,2,2,2,6
13455,24,2,1058.34,4,2,4,10
13456,17,6,1766.72,4,5,4,13
13458,7,14,9646.57,5,5,5,15
13460,29,2,183.44,4,2,1,7
13461,38,3,1445.0,3,3,4,10
13462,252,1,151.5,1,1,1,3
13464,58,1,674.68,3,1,3,7
13466,184,1,307.9,1,1,2,4
13467,10,2,1083.71,5,2,4,11
13468,1,37,5704.97,5,5,5,15
13470,99,2,165.0,2,2,1,5
13471,1,4,2531.58,5,4,5,14
13473,60,2,422.64,3,2,2,7
13474,236,1,229.59,1,1,1,3
13475,191,4,1431.78,1,4,4,9
13476,178,2,1238.47,2,2,4,8
13477,37,6,1454.58,3,5,4,12
13479,200,2,300.95,1,2,2,5
13481,45,5,1804.56,3,4,4,11
13482,232,1,184.64,1,1,1,3
13483,65,1,140.34,3,1,1,5
13484,241,1,313.8,1,1,2,4
13485,233,1,454.24,1,1,2,4
13486,78,3,1122.41,2,3,4,9
13487,57,3,575.4,3,3,3,9
13488,17,13,8968.31,4,5,5,14
13489,105,4,449.52,2,4,2,8
13491,51,10,1215.82,3,5,4,12
13492,136,3,1269.84,2,3,4,9
13493,275,2,618.63,1,2,3,6
13494,311,1,316.26000000000005,1,1,2,4
13495,7,5,2044.8700000000001,5,4,4,13
13496,10,2,653.33,5,2,3,10
13497,282,2,348.05,1,2,2,5
13499,17,5,1159.11,4,4,4,12
13500,23,3,1166.77,4,3,4,11
13501,288,1,1340.32,1,1,4,6
13502,16,3,292.0,4,3,2,9
13503,71,1,216.85,3,1,1,5
13504,64,1,295.93,3,1,2,6
13505,72,4,4393.63,2,4,5,11
13506,316,2,458.52,1,2,2,5
13507,3,4,2479.16,5,4,5,14
13508,243,1,110.97,1,1,1,3
13509,8,7,979.72,5,5,4,14
13510,1,4,1791.56,5,4,4,13
13512,260,1,251.21,1,1,2,4
13513,126,1,205.1,2,1,1,4
13514,73,1,152.20000000000002,2,1,1,4
13515,72,4,891.12,2,4,3,9
13516,21,3,1389.41,4,3,4,11
13517,59,3,2128.42,3,3,5,11
13518,85,1,659.4399999999999,2,1,3,6
13519,78,1,122.75,2,1,1,4
13520,58,6,3624.35,3,5,5,13
13521,1,3,1093.65,5,3,4,12
13522,30,1,125.80000000000001,4,1,1,6
13523,33,5,3964.88,3,4,5,12
13524,40,5,680.1800000000001,3,4,3,10
13525,14,2,628.78,4,2,3,9
13527,33,7,2287.51,3,5,5,13
13529,78,2,307.76,2,2,2,6
13531,205,2,483.8,1,2,2,5
13532,33,1,210.31,3,1,1,5
13533,182,3,270.79,1,3,2,6
13534,2,25,5870.08,5,5,5,15
13536,1,7,3448.29,5,5,5,15
13538,43,7,1280.85,3,5,4,12
13539,85,3,631.34,2,3,3,8
13544,39,2,291.41,3,2,2,7
13546,12,3,626.99,5,3,3,11
13548,96,2,682.41,2,2,3,7
13549,25,7,918.2,4,5,3,12
13551,319,1,91.80000000000001,1,1,1,3
13552,66,12,3740.07,3,5,5,13
13555,73,4,4149.28,2,4,5,11
13557,28,2,584.06,4,2,3,9
13558,5,4,605.06,5,4,3,12
13560,7,1,174.37,5,1,1,7
13561,215,1,141.85999999999999,1,1,1,3
13562,81,3,1799.33,2,3,4,9
13563,84,2,777.53,2,2,3,7
13564,144,3,1749.02,2,3,4,9
13565,19,2,240.22,4,2,1,7
13566,40,2,874.71,3,2,3,8
13568,173,1,192.85,2,1,1,4
13569,17,2,373.75,4,2,2,8
13570,243,1,239.49,1,1,1,3
13571,12,12,2092.32,5,5,5,15
13572,205,1,1384.25,1,1,4,6
13573,50,2,294.4,3,2,2,7
13575,23,5,732.0699999999999,4,4,3,11
13576,10,18,6717.34,5,5,5,15
13577,25,4,1687.6000000000001,4,4,4,12
13579,14,2,467.04,4,2,2,8
13581,309,1,118.0,1,1,1,3
13583,155,1,781.03,2,1,3,6
13584,306,1,142.4,1,1,1,3
13587,63,1,712.4,3,1,3,7
13588,15,9,2478.95,4,5,5,14
13589,14,2,379.65,4,2,2,8
13590,11,6,1981.92,5,5,4,14
13591,64,3,1117.13,3,3,4,10
13592,35,4,247.95999999999998,3,4,1,8
13593,108,5,2037.0800000000002,2,4,4,10
13594,52,1,396.97,3,1,2,6
13596,5,2,697.04,5,2,3,10
13598,47,1,180.17000000000002,3,1,1,5
13599,1,21,5153.67,5,5,5,15
13600,312,1,219.52,1,1,1,3
13601,45,2,693.32,3,2,3,8
13602,64,1,428.89,3,1,2,6
13603,26,1,164.34,4,1,1,6
13606,29,3,280.53999999999996,4,3,2,9
13607,40,1,678.01,3,1,3,7
13610,12,7,1131.88,5,5,4,14
13611,89,3,1171.8,2,3,4,9
13614,24,4,1610.46,4,4,4,12
13615,318,1,417.69,1,1,2,4
13617,40,3,544.18,3,3,3,9
13618,173,1,177.34,2,1,1,4
13621,116,1,213.85,2,1,1,4
13623,30,5,747.78,4,4,3,11
13626,252,1,257.23,1,1,2,4
13627,59,5,1638.47,3,4,4,11
13629,23,11,7792.36,4,5,5,14
13630,5,7,2031.78,5,5,4,14
13631,99,11,3070.42,2,5,5,12
13632,24,5,2121.27,4,4,5,13
13634,33,5,1575.16,3,4,4,11
13635,67,1,1071.03,3,1,4,8
13636,36,5,949.12,3,4,4,11
13637,52,3,810.5,3,3,3,9
13638,15,1,122.64,4,1,1,6
13639,74,1,1033.34,2,1,4,7
13642,215,1,354.8,1,1,2,4
13643,31,3,519.44,4,3,3,10
13644,16,4,2624.26,4,4,5,13
13645,120,1,252.1,2,1,2,5
13647,9,4,1678.1200000000001,5,4,4,13
13649,256,2,346.6,1,2,2,5
13650,16,6,1836.34,4,5,4,13
13651,35,2,94.2,3,2,1,6
13652,45,3,1095.08,3,3,4,10
13654,43,6,2707.33,3,5,5,13
13655,114,2,932.97,2,2,3,7
13656,164,2,379.65,2,2,2,6
13657,10,2,382.14,5,2,2,9
13658,9,5,2639.17,5,4,5,14
13659,205,2,1573.2,1,2,4,7
13662,85,3,897.76,2,3,3,8
13663,179,1,189.47,2,1,1,4
13666,60,3,84.65,3,3,1,7
13667,149,1,305.02,2,1,2,5
13668,2,21,6363.59,5,5,5,15
13669,50,2,218.55,3,2,1,6
13670,75,1,349.7,2,1,2,5
13672,301,2,186.39000000000001,1,2,1,4
13673,18,2,396.92,4,2,2,8
13675,151,2,486.82000000000005,2,2,2,6
13678,151,1,232.6,2,1,1,4
13680,1,4,3722.42,5,4,5,14
13681,17,4,827.83,4,4,3,11
13682,187,1,59.5,1,1,1,3
13684,285,1,67.23,1,1,1,3
13685,2,7,3119.44,5,5,5,15
13686,182,1,72.0,1,1,1,3
13689,63,1,910.0,3,1,3,7
13690,59,1,172.25,3,1,1,5
13692,24,3,1488.32,4,3,4,11
13694,3,50,65039.62,5,5,5,15
13695,31,15,2504.13,4,5,5,14
13697,38,1,151.29999999999998,3,1,1,5
13699,155,1,308.58000000000004,2,1,2,5
13700,26,10,2265.12,4,5,5,14
13703,318,1,99.5,1,1,1,3
13704,5,9,2308.06,5,5,5,15
13705,7,3,711.86,5,3,3,11
13706,302,1,330.79,1,1,2,4
13707,267,2,806.41,1,2,3,6
13708,271,1,296.88,1,1,2,4
13709,3,13,6328.05,5,5,5,15
13710,31,1,180.48,4,1,1,6
13711,218,2,252.06,1,2,2,5
13712,246,1,228.84,1,1,1,3
13715,281,5,1079.34,1,4,4,9
13716,269,1,138.28,1,1,1,3
13717,32,6,1445.01,4,5,4,13
13718,246,2,306.55,1,2,2,5
13719,15,5,1041.68,4,4,4,12
13720,116,4,799.9,2,4,3,9
13721,36,1,524.14,3,1,3,7
13722,131,3,2375.41,2,3,5,10
13723,217,1,199.85000000000002,1,1,1,3
13725,49,8,1980.56,3,5,4,12
13726,38,2,1079.6599999999999,3,2,4,9
13727,28,2,333.48,4,2,2,8
13728,36,6,1016.14,3,5,4,12
13730,135,2,752.6,2,2,3,7
13731,219,2,610.59,1,2,3,6
13732,28,1,491.86,4,1,3,8
13735,24,4,2885.2400000000002,4,4,5,13
13736,5,2,731.9,5,2,3,10
13737,200,1,339.59999999999997,1,1,2,4
13739,18,1,216.9,4,1,1,6
13740,240,1,350.75,1,1,2,4
13741,71,3,668.4300000000001,3,3,3,9
13742,16,12,3131.02,4,5,5,14
13743,2,7,1341.6,5,5,4,14
13744,95,2,1156.36,2,2,4,8
13745,162,1,300.04,2,1,2,5
13747,373,1,79.6,1,1,1,3
13748,95,5,948.25,2,4,4,10
13750,53,5,1647.26,3,4,4,11
13751,288,1,296.25,1,1,2,4
13752,124,6,1186.28,2,5,4,11
13753,287,1,741.26,1,1,3,5
13754,151,2,282.59999999999997,2,2,2,6
13755,3,9,2161.35,5,5,5,15
13756,2,14,5189.52,5,5,5,15
13758,11,7,3190.55,5,5,5,15
13759,33,2,659.4100000000001,3,2,3,8
13760,54,2,286.79,3,2,2,7
13761,50,2,1070.65,3,2,4,9
13762,218,1,306.72,1,1,2,4
13763,63,1,1714.96,3,1,4,8
13764,70,3,1521.76,3,3,4,10
13767,2,37,17220.36,5,5,5,15
13769,2,10,2796.51,5,5,5,15
13771,64,4,2634.45,3,4,5,12
13772,33,3,1132.13,3,3,4,10
13774,81,1,345.0,2,1,2,5
13777,0,33,25977.16,5,5,5,15
13778,103,1,178.7,2,1,1,4
13780,7,2,360.01,5,2,2,9
13781,250,1,127.84,1,1,1,3
13782,12,6,912.0,5,5,3,13
13784,9,11,2462.79,5,5,5,15
13786,367,1,230.39999999999998,1,1,1,3
13787,75,2,309.04,2,2,2,6
13790,4,1,348.8,5,1,2,8
13791,127,2,1516.0,2,2,4,8
13792,66,2,195.55,3,2,1,6
13798,1,57,37153.85,5,5,5,15
13799,116,2,688.86,2,2,3,7
13800,309,1,558.32,1,1,3,5
13801,66,1,324.8,3,1,2,6
13802,138,3,4599.42,2,3,5,10
13803,255,1,277.07,1,1,2,4
13804,30,7,2635.79,4,5,5,14
13805,52,2,924.6,3,2,3,8
13806,63,1,256.38,3,1,2,6
13807,367,1,112.6,1,1,1,3
13808,5,5,1747.66,5,4,4,13
13809,305,1,155.05,1,1,1,3
13810,28,3,1499.01,4,3,4,11
13811,183,3,814.5,1,3,3,7
13812,42,3,539.0,3,3,3,9
13813,39,4,1366.8600000000001,3,4,4,11
13814,92,2,1579.12,2,2,4,8
13815,22,4,4027.36,4,4,5,13
13816,23,2,571.6700000000001,4,2,3,9
13817,29,2,382.98,4,2,2,8
13819,301,3,1140.35,1,3,4,8
13821,144,2,385.64,2,2,2,6
13822,5,2,632.0,5,2,3,10
13823,18,2,957.66,4,2,4,10
13824,32,5,1698.94,4,4,4,12
13826,176,1,189.5,2,1,1,4
13827,57,3,412.05,3,3,2,8
13828,22,1,209.49,4,1,1,6
13831,16,6,2202.99,4,5,5,14
13832,19,1,52.199999999999996,4,1,1,6
13833,159,1,384.8,2,1,2,5
13835,25,4,834.57,4,4,3,11
13837,211,2,271.24,1,2,2,5
13838,5,4,691.73,5,4,3,12
13841,252,1,85.0,1,1,1,3
13842,58,9,3385.62,3,5,5,13
13844,11,1,361.62,5,1,2,8
13845,64,1,312.98,3,1,2,6
13846,24,3,865.0600000000001,4,3,3,10
13848,92,3,1255.0,2,3,4,9
13849,51,2,1537.95,3,2,4,9
13850,129,1,1595.48,2,1,4,7
13851,95,3,2651.46,2,3,5,10
13853,57,1,1090.14,3,1,4,8
13854,8,25,8109.5199999999995,5,5,5,15
13856,168,3,388.5,2,3,2,7
13858,57,1,216.17,3,1,1,5
13859,326,1,201.16,1,1,1,3
13860,1,5,1245.9,5,4,4,13
13862,18,8,2209.36,4,5,5,14
13863,247,1,305.78,1,1,2,4
13865,58,4,501.56,3,4,3,10
13866,74,1,145.67000000000002,2,1,1,4
13867,31,3,1015.29,4,3,4,11
13868,7,2,3192.54,5,2,5,12
13869,123,4,3104.95,2,4,5,11
13870,2,8,2770.94,5,5,5,15
13871,22,13,6403.25,4,5,5,14
13873,119,3,389.6,2,3,2,7
13874,358,1,540.45,1,1,3,5
13875,53,5,1786.79,3,4,4,11
13876,63,1,122.7,3,1,1,5
13877,86,1,117.24,2,1,1,4
13878,54,1,1281.53,3,1,4,8
13880,21,13,3219.77,4,5,5,14
13881,3,20,17159.52,5,5,5,15
13882,2,5,1191.13,5,4,4,13
13883,10,5,2674.48,5,4,5,14
13884,7,5,787.6,5,4,3,12
13885,189,2,506.8,1,2,3,6
13886,71,1,243.56,3,1,1,5
13887,204,1,349.55,1,1,2,4
13888,119,2,605.63,2,2,3,7
13889,92,1,416.90000000000003,2,1,2,5
13890,1,10,1883.8100000000002,5,5,4,14
13892,26,4,632.97,4,4,3,11
13893,297,1,821.1,1,1,3,5
13894,23,3,564.62,4,3,3,10
13895,28,4,2593.07,4,4,5,13
13897,50,1,311.16,3,1,2,6
13898,325,1,155.93,1,1,1,3
13899,16,2,388.52,4,2,2,8
13900,183,3,740.95,1,3,3,7
13901,72,5,2867.2,2,4,5,11
13904,37,2,332.64,3,2,2,7
13908,79,4,2369.55,2,4,5,11
13911,57,9,2580.91,3,5,5,13
13914,11,2,626.45,5,2,3,10
13917,49,2,272.04,3,2,2,7
13918,49,2,1212.8400000000001,3,2,4,9
13919,59,2,384.81,3,2,2,7
13922,351,1,172.25,1,1,1,3
13923,53,1,351.13,3,1,2,6
13924,1,6,1838.8500000000001,5,5,4,14
13925,92,4,678.25,2,4,3,9
13926,23,1,223.85000000000002,4,1,1,6
13927,74,1,348.99,2,1,2,5
13928,10,4,464.57,5,4,2,11
13929,169,2,842.65,2,2,3,7
13930,57,2,337.34,3,2,2,7
13931,95,2,1237.53,2,2,4,8
13932,294,1,307.4,1,1,2,4
13933,109,2,608.7900000000001,2,2,3,7
13934,263,1,922.1,1,1,3,5
13936,179,1,376.58,2,1,2,5
13937,169,1,158.85,2,1,1,4
13938,35,1,71.66,3,1,1,5
13939,23,3,568.55,4,3,3,10
13940,17,4,839.14,4,4,3,11
13941,21,5,5112.96,4,4,5,13
13946,79,3,561.5699999999999,2,3,3,8
13947,65,1,90.6,3,1,1,5
13948,360,1,102.0,1,1,1,3
13949,2,6,2427.32,5,5,5,15
13950,11,4,745.06,5,4,3,12
13951,176,3,674.45,2,3,3,8
13952,217,2,3251.071,1,2,5,8
13953,7,7,3515.68,5,5,5,15
13954,1,2,439.92,5,3,2,10
13955,154,2,322.96,2,3,2,7
13956,5,5,1026.42,5,4,4,13
13959,79,3,598.2,2,3,3,8
13960,21,2,230.22,4,3,1,8
13962,21,2,169.55,4,3,1,8
13963,308,4,664.54,1,4,3,8
13967,145,1,80.7,2,1,1,4
13969,7,18,9053.94,5,5,5,15
13971,18,8,2758.26,4,5,5,14
13972,70,2,190.25,3,3,1,7
13973,287,1,264.7,1,1,2,4
13974,49,1,413.59000000000003,3,1,2,6
13975,31,6,2526.28,4,5,5,14
13976,206,1,357.98,1,1,2,4
13978,14,2,196.79000000000002,4,3,1,8
13979,73,1,869.87,2,1,3,6
13980,60,1,200.14,3,1,1,5
13982,39,4,1871.81,3,4,4,11
13983,29,12,2603.43,4,5,5,14
13984,26,5,920.51,4,4,3,11
13985,4,15,7060.13,5,5,5,15
13986,17,1,320.46,4,1,2,7
13988,19,6,4147.96,4,5,5,14
13989,65,2,1266.08,3,3,4,10
13990,213,1,311.3,1,1,2,4
13991,12,6,855.97,5,5,3,13
13992,30,1,76.8,4,1,1,6
13993,42,9,3466.36,3,5,5,13
13994,3,6,2313.14,5,5,5,15
13995,15,5,1393.69,4,4,4,12
13999,10,12,3901.81,5,5,5,15
14000,211,1,635.66,1,1,3,5
14001,45,3,2043.0800000000002,3,3,4,10
14002,134,2,529.73,2,3,3,8
14004,43,7,4582.64,3,5,5,13
14005,9,5,2874.72,5,4,5,14
14006,115,3,962.19,2,3,4,9
14009,198,2,695.61,1,3,3,7
14012,277,1,328.8,1,1,2,4
14013,110,3,473.02,2,3,2,7
14014,77,1,505.18,2,1,3,6
14015,52,1,917.34,3,1,3,7
14016,161,4,4341.21,2,4,5,11
14019,46,3,1421.61,3,3,4,10
14020,16,2,642.8,4,3,3,10
14021,155,3,631.9,2,3,3,8
14022,225,1,440.0,1,1,2,4
14023,7,2,584.07,5,3,3,11
14024,121,2,327.7,2,3,2,7
14027,60,1,104.82,3,1,1,5
14029,63,2,467.66,3,3,2,8
14030,18,8,2360.09,4,5,5,14
14031,7,19,17286.86,5,5,5,15
14032,2,11,2975.59,5,5,5,15
14034,22,3,651.8199999999999,4,3,3,10
14035,28,5,1428.02,4,4,4,12
14036,284,1,626.65,1,1,3,5
14037,176,2,147.20000000000002,2,3,1,6
14038,78,3,1560.38,2,3,4,9
14039,33,1,152.2,3,1,1,5
14040,40,12,3614.92,3,5,5,13
14041,266,1,141.41,1,1,1,3
14044,26,4,652.82,4,4,3,11
14045,109,4,1659.75,2,4,4,10
14046,284,1,154.99,1,1,1,3
14047,8,5,1308.6100000000001,5,4,4,13
14048,305,1,409.93,1,1,2,4
14049,16,4,5681.72,4,4,5,13
14050,31,2,746.36,4,3,3,10
14051,0,23,15610.390000000001,5,5,5,15
14052,19,1,225.36,4,1,1,6
14053,124,2,260.25,2,3,2,7
14054,65,1,92.46,3,1,1,5
14055,106,1,725.6400000000001,2,1,3,6
14056,1,23,8214.65,5,5,5,15
14057,23,17,6217.96,4,5,5,14
14059,266,1,183.6,1,1,1,3
14060,4,19,6140.42,5,5,5,15
14062,9,12,10464.85,5,5,5,15
14064,29,5,1353.74,4,4,4,12
14066,266,1,152.55,1,1,1,3
14067,63,2,374.7,3,3,2,8
14068,320,1,265.85,1,1,2,4
14071,3,8,1438.82,5,5,4,14
14073,32,1,151.04,4,1,1,6
14075,4,3,942.26,5,3,4,12
14076,129,1,122.47,2,1,1,4
14077,40,5,499.41999999999996,3,4,3,10
14078,101,6,1049.37,2,5,4,11
14079,124,1,375.1,2,1,2,5
14080,32,1,45.599999999999994,4,1,1,6
14081,302,2,934.52,1,3,3,7
14082,364,1,182.25,1,1,1,3
14083,4,9,1018.43,5,5,4,14
14085,2,18,4448.54,5,5,5,15
14087,2,1,194.42,5,1,1,7
14088,10,13,50491.81,5,5,5,15
14089,56,1,161.0,3,1,1,5
14090,324,1,76.32000000000001,1,1,1,3
14092,7,14,4076.91,5,5,5,15
14093,12,1,442.85,5,1,2,8
14096,4,17,65164.79,5,5,5,15
14098,36,1,147.35,3,1,1,5
14099,16,11,3104.17,4,5,5,14
14100,137,1,194.9,2,1,1,4
14101,73,6,5976.79,2,5,5,12
14102,5,5,1360.28,5,4,4,13
14104,154,2,216.20999999999998,2,3,1,6
14105,239,1,1266.23,1,1,4,6
14107,51,7,2703.23,3,5,5,13
14108,30,2,597.91,4,3,3,10
14109,72,1,144.2,2,1,1,4
14110,3,12,5683.15,5,5,5,15
14111,14,4,692.85,4,4,3,11
14112,22,7,2915.15,4,5,5,14
14113,3,4,1840.42,5,4,4,13
14114,273,2,386.53,1,3,2,6
14116,19,5,1382.74,4,4,4,12
14117,143,1,90.0,2,1,1,4
14121,3,4,2780.15,5,4,5,14
14124,84,1,419.58000000000004,2,1,2,5
14125,10,3,2740.43,5,3,5,13
14126,7,3,706.1300000000001,5,3,3,11
14127,122,3,709.71,2,3,3,8
14128,60,2,637.5,3,3,3,9
14129,1,5,1123.8600000000001,5,4,4,13
14130,319,1,483.86,1,1,2,4
14132,2,11,3586.0299999999997,5,5,5,15
14133,129,3,605.64,2,3,3,8
14135,1,15,4690.31,5,5,5,15
14138,1,2,982.3800000000001,5,3,4,12
14139,46,1,415.82,3,1,2,6
14140,3,2,935.05,5,3,3,11
14141,2,4,915.13,5,4,3,12
14142,373,1,311.81,1,1,2,4
14143,133,1,115.8,2,1,1,4
14145,46,4,3742.2,3,4,5,12
14146,8,5,4191.0,5,4,5,14
14147,78,2,483.4,2,3,2,7
14148,233,1,157.2,1,1,1,3
14149,220,1,446.62,1,1,2,4
14150,35,2,658.64,3,3,3,9
14152,75,2,621.29,2,3,3,8
14154,239,2,1345.62,1,3,4,8
14155,266,1,118.75,1,1,1,3
14156,9,55,117379.63,5,5,5,15
14157,19,2,432.88,4,3,2,9
14158,40,1,507.66,3,1,3,7
14159,19,11,4693.01,4,5,5,14
14161,215,3,1110.52,1,3,4,8
14162,173,2,289.36,2,3,2,7
14163,87,4,2445.91,2,4,5,11
14164,70,2,1631.77,3,3,4,10
14165,275,1,122.53999999999999,1,1,1,3
14167,39,4,574.84,3,4,3,10
14171,98,1,363.79,2,1,2,5
14173,10,4,450.84,5,4,2,11
14174,33,1,134.46,3,1,1,5
14175,59,3,3222.3,3,3,5,11
14176,297,4,576.9000000000001,1,4,3,8
14177,86,4,559.41,2,4,3,9
14178,8,7,1620.93,5,5,4,14
14179,40,2,719.78,3,3,3,9
14180,10,25,4748.52,5,5,5,15
14184,66,1,452.89,3,1,2,6
14185,331,1,197.65,1,1,1,3
14188,30,6,2054.36,4,5,4,13
14189,2,15,4654.08,5,5,5,15
14191,1,13,4684.76,5,5,5,15
14193,67,2,853.39,3,3,3,9
14194,4,21,11349.52,5,5,5,15
14195,201,2,1012.0,1,3,4,8
14196,106,1,335.52,2,1,2,5
14198,18,4,701.4,4,4,3,11
14199,218,1,185.39999999999998,1,1,1,3
14201,60,7,747.44,3,5,3,11
14204,2,1,161.03,5,1,1,7
14205,16,2,466.7,4,3,2,9
14206,239,1,328.15999999999997,1,1,2,4
14208,94,1,151.74,2,1,1,4
14209,10,6,2073.43,5,5,5,15
14210,105,6,1905.8400000000001,2,5,4,11
14211,53,9,2241.1,3,5,5,13
14212,89,1,1070.48,2,1,4,7
14214,30,5,1004.38,4,4,4,12
14215,11,6,1789.72,5,5,4,14
14216,3,4,1839.3,5,4,4,13
14217,1,17,2004.98,5,5,4,14
14218,42,1,169.48000000000002,3,1,1,5
14219,4,1,89.94,5,1,1,7
14220,247,2,632.4,1,3,3,7
14221,42,9,3432.8,3,5,5,13
14222,177,1,683.17,2,1,3,6
14223,92,3,991.13,2,3,4,9
14224,110,4,1050.12,2,4,4,10
14226,28,5,2232.19,4,4,5,13
14227,26,10,3350.96,4,5,5,14
14229,51,3,1547.2,3,3,4,10
14231,183,3,925.71,1,3,3,7
14232,42,5,2048.07,3,4,4,11
14233,49,4,1462.72,3,4,4,11
14234,22,4,775.46,4,4,3,11
14235,75,5,3144.86,2,4,5,11
14236,80,2,490.86,2,3,3,8
14237,373,1,161.0,1,1,1,3
14238,326,1,146.85,1,1,1,3
14239,43,11,2380.85,3,5,5,13
14240,30,2,890.34,4,3,3,10
14241,183,1,213.70000000000002,1,1,1,3
14242,234,2,280.55,1,3,2,6
14243,8,10,2588.77,5,5,5,15
14245,219,2,1693.45,1,3,4,8
14246,110,3,1474.06,2,3,4,9
